symbol,tier,source_category,categories,scan_priority,scanner_frequency,classification_basis
SGA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SKYA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
EQX,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
HLIT,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BLSH,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ANNA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AFBI,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BRBS,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MGNX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SAFT,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
TGS,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BNS,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
KB,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ZJYL,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SEI,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NEOV,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CRNX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RDN,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
PHI,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
WATT,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
GLIBA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RH,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
EHTH,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BL,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NTAP,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AXR,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RDIB,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
USFD,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
EG,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
GDEV,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
GGB,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
GYRE,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
VCEL,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
TUSK,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
INV,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
HUN,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SLE,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
EUDA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AESI,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ENLT,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
GPAC,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ALLR,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SKK,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
PRSU,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
DFH,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
XPER,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
QGEN,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
WLK,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CMC,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ERO,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MTDR,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
PCB,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BYAH,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SONO,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
USAU,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
TNK,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BX,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ECPG,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
STAK,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
QXO,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
LYFT,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MGX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
DLTR,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RGC,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BLLN,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
WT,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SFL,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
EGAN,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SCPQ,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
LGND,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
JEM,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BALY,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
OBA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SUNB,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
TFC,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
INOD,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BAK,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
Z,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
LPSN,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AXIN,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CNXU,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
VVX,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SBSW,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NUTX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
VHI,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SPMC,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
KFFB,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
PYXS,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ENTA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
VRSK,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
IMTX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SG,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
LODE,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RFAM,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
JAGX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ARXS,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
LNSR,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
QTTB,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
YCY,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
IFBD,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
KVUE,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RELL,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
PRVA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
YSS,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
HLXC,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BSET,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ESP,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NHIC,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CNK,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
WM,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
PALI,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
WTO,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ASH,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
PSNY,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
DOGZ,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SNDA,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NPAC,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BBNX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
COLM,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
EPAC,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ARKR,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CVS,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
APG,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SF,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SYF,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
TENX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
INKT,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SILC,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CWST,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CSCO,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
WAFD,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NWSA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
TTI,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SPRO,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
UHS,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CTSH,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
GLND,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MSBI,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
FLR,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
LAZ,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
WSBF,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
WLDN,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NSIT,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
PXS,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
PVLA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BMBL,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SWX,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ADSK,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
JVA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
QSI,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AZZ,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
PLSE,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NAT,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
FMAC,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
VEL,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
GIII,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CHR,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CLDI,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AIV,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
OSS,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
STVN,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
WIX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
FER,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
LFTO,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ACCL,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MPWR,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
HCHL,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ANGX,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
OVV,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NNVC,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
HL,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
VERX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BBCP,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SW,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ELE,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
TAVI,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BMR,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
GNE,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
VNRX,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BRT,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ACIU,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
TCGL,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ASBP,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RXST,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RDWR,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SMTC,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BYD,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
FULC,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CSW,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
LAKE,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CVR,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
